country,percent
AGO,1.143366827
QAT,24.73349378
BGD,0.241637326
BGR,19.97
PAK,6.332329098
PAN,11.48400928
VNM,12.73992929
KOR,73.5
PRK,73.5
BWA,3.262554036
TZA,4.3
KNA,34
GIB,39.07013088
DJI,0.953611449
GIN,0.542254181
FIN,74.48
THA,15.02600436
SYC,25.41326815
NPL,0.826551266
MAR,15.08444452
YEM,1.048597934
PHL,5.397636329
ZAF,7.48854253
KIR,4
MNE,27.1
VIR,27.34431967
BEN,1.271031439
GUF,20.79331445
BEL,55.82
GUM,38.55987756
GBR,70
GUY,0
CRI,22.07
CMR,1.402654226
LSO,2.580245484
HUN,38.97
BLZ,9.210288601
TTO,28.97671243
TCD,0.3992577
GEO,6.079457629
MHL,3.878702398
DOM,11.48319778
BLR,0
GRD,20.48780488
GRL,57.7034045
AND,37.60576622
MOZ,0.854357118
MKD,26.45
VCT,9.198278082
TJK,0.298690024
MEX,17.21
LCA,21.56758295
IND,2.388075
NOR,81.99
FJI,8.453636634
HND,6.5
SMR,50.2595642
PER,17.1
VUT,5.082333808
COG,0.238037799
ETH,0.219659819
COM,2
COL,11.00726389
GGY,73.57102434
MDG,0.567721802
ANT,0
MDV,6.869605067
SRB,26.3
LTU,36.22
RWA,0.556041165
ZMB,2.851752261
POL,38.81
JEY,31.25
MDA,14.63027046
AUS,63
AUT,58
PLW,0
ALB,6.043890864
MMR,0.065238856
GNQ,1.149789671
WSM,3.352592112
UKR,3.749764415
GNB,1.901365316
TON,4.907782762
CAN,71.66
ERI,1.788460051
GRC,24
SOM,1.077327839
GAB,4.89326475
IRQ,0.9
IRL,41.61
ABW,25.4
SYR,5.648106049
NZL,62.72021237
NCL,32.35901475
ARE,40
ARG,17.72058337
SDN,1.292040678
SSD,1.292040678
BHR,21.30373351
ARM,5.252983352
PNG,1.716190476
LIE,63.37135615
EGY,11.69839821
NAM,4.010046644
SVK,55.19
GHA,1.831197461
BOL,5.227583957
FSM,11.8813691
JOR,12.93285205
LBR,0
LBY,3.917787977
MYS,48.62917025
PRI,23.40005045
CPV,6.074087107
PRT,34.99
KHM,0.317321781
PRY,7.907007861
SAU,12.70503599
LBN,10.14
SVN,46.81
BFA,0.469914489
CHE,70.1
MRT,0.669966475
HRV,33.14
CHL,31.17534703
CHN,8.523257003
JAM,12.8
URY,20.08818956
NIC,2.566351177
KAZ,2.961707492
PYF,21.54218547
NGA,3.549155718
PSE,16.005
COD,0.238037799
DEU,68.71
LKA,1.792046794
MWI,0.384489334
CIV,1.039238205
UGA,1.742205503
TKM,0.997256559
NLD,81
BMU,65.44706579
ROU,21.5
MNG,0
MAC,34.86292717
AFG,1.224148084
BDI,0.542142866
LVA,46
RUS,15.2266732
HTI,6.376201635
STP,13.75948422
BTN,3.847106745
CZE,35.27
ATG,34.7164029
MUS,15.17222875
DMA,38.54364326
LUX,70
ISR,25.19404242
IDN,3.602024763
SUR,6.403086288
ISL,87
NER,0.221341351
ECU,5.994255161
HKG,56.9
SEN,4.786684083
TLS,0.099031768
FRA,42.87
GMB,3.799001139
FRO,67.90263174
GTM,5.7
DNK,82.74
ZWE,8.015978089
CUB,9.738062208
KEN,3.101897702
TUR,15.46
OMN,6.68358142
TUV,0
ITA,35
BRN,36.46639195
TUN,9.655086542
BRB,56.07085461
BRA,21.02274725
USA,67.96805292
SWE,84.83
AZE,8.030375356
LAO,0.85035749
SWZ,3.696961073
VEN,12.55299791
CYP,32.81
BIH,21.326701
CAF,0.268195609
SGP,61
IRN,8.1
UZB,3.343509888
KWT,25.92610837
TGO,1.8
CYM,38.03438308
EST,61.45
ESP,47.88
SLV,4.2
MLI,0.507063136
MLT,41.24
SLE,0.21539161
BHS,25
SLB,0.844307573
JPN,66.9210661
KGZ,10.53380134
DZA,5.843942092
NRU,0
