"|","|__1990","|__1991","|__1992","|__1993","|__1994","|__1995","|__1996","|__1997","|__1998","|__1999","|__2000","|__2001","|__2002","|__2003","|__2004","|__2005","|__2006","|__2007","|__2008","|__2009","|__2010","|__2011"
"NCL","0","0","0","0","0","0.00517901256946351","0.25298394563881","0.989334969033815","1.93604282526729","5.68814732301567","13.9395488232698","18.2371097828416","22.389797417113","26.4083344703588","30.2980462088488","32.3590147531561","33.5157146807209","35.05","34.51","33.99","42","50"
"ARE","0","0","0","0","0","0.102939174586567","0.375393534255","3.29559269403717","6.90830298573401","14.9426989907479","23.6253008751553","26.2717542010006","28.3164853110439","29.4779534120864","30.1312961695367","40","52","61","63","64","68","70"
"ARG","0","0","0.00299287414623027","0.0295270652905125","0.0437059511392524","0.0862770809737151","0.14195470435477","0.280339881830012","0.830766679676473","3.28448195590463","7.0386830862178","9.78080728532407","10.8821243775325","11.9136965509954","16.0366841054923","17.7205833696065","20.9272021035896","25.9466329403819","28.1126234799907","34","40","47.704"
"SDN","0","0","0","0","0","0","0","0.00123181896794265","0.00480507103171332","0.00879458075588601","0.0257850324762484","0.140185224494161","0.439477639075583","0.538471703150458","0.791561615446385","1.29204067798853","8.09203373417138","8.66","0","0","8","19"
"SSD","0","0","0","0","0","0","0","0.00123181896794265","0.00480507103171332","0.00879458075588601","0.0257850324762484","0.140185224494161","0.439477639075583","0.538471703150458","0.791561615446385","1.29204067798853","8.09203373417138","8.66","0","0","8","19"
"BHR","0","0","0","0","0","0.346205843608434","0.843254219222486","1.64629920170952","3.21820215136814","4.72035811783587","6.15373254647607","15.0386342513918","18.0507208881153","21.5549449917804","21.4586805077435","21.3037335136591","28.2439524318043","32.91","51.95","53","55","77"
"ARM","0","0","0","0","0.00911701414140063","0.0527431233050454","0.0945729024675962","0.111650934518322","0.128659477603923","0.970737757459877","1.30047002237784","1.63109466677715","1.9604050458212","4.57521722477781","4.8990085713054","5.25298335195804","5.63178777731609","6.02125339712607","6.21","15.3","0","0"
"PNG","0","0","0","0","0","0","0.00206702280091511","0.100588320971699","0.234958541565341","0.667113314914652","0.835249302427624","0.904103545170821","1.3216569348661","1.37440466802801","1.5079127722725","1.71619047556782","1.754487260668","1.79055936140245","1.15","1.61","1.28","2"
"LIE","0","0","0","0","0","0","0","0","0","0","36.5152298938015","45.1168526483592","59.4707106749926","58.8096918372148","64.0074481394199","63.3713561470216","64.2141613630526","65.080218443168","70","75","80","85"
"EGY","0","0","0","0.000975791364357015","0.00638326960356752","0.031319638236881","0.0614668989377844","0.0904802447092506","0.147987376854339","0.290445278316066","0.641265037504813","0.838945611477604","2.71999971465421","4.03788510706701","5.1506662320737","11.6983982081957","12.5527999697616","16.05","18.01","24.28","30.2","35.62"
"NAM","0","0","0","0","0","0.00617205085523023","0.00903214540549817","0.0587506785703375","0.286745093361335","0.336217707690083","1.64473954726899","2.41697944170998","2.63369976876116","3.35983988553801","3.8047156152631","4.01004664442375","4.39887064732726","4.83561077833704","5.32900377208954","6.5","11.6","12"
"SVK","0","0","0","0.127829232176798","0.318509704334936","0.523210163432169","0.783290109395789","1.17338101357769","2.689809785921","5.43775813908849","9.42680320061637","12.5283218484637","40.14","43.04","52.89","55.19","56.08","61.8","66.05","70","75.71","74.44"
"GHA","0","0","0","0","0","0.000347917574151673","0.00564876296892429","0.0275375417930387","0.0322404432072234","0.104895466160959","0.153615297625799","0.200008060324831","0.830284033818739","1.19305791098328","1.71679770389504","1.83119746104616","2.72317597313987","3.85","4.27","5.44","9.55","14.11"
"BOL","0","0","0","0","0","0.0668075682820113","0.196081173945832","0.44783903590236","0.626484062433397","0.981815187281861","1.4427635847914","2.1204625341365","3.11719294696997","3.50859640072336","4.43992460120042","5.22758395663196","6.20067125473576","10.4992443168903","12.5","16.8","22.4","30"
"FSM","0","0","0","0","0","0","0.278037794604213","0.5706768449723","1.8587187851414","2.79759406910057","3.73486213690137","4.66052719883673","5.57009970478472","9.23250210039423","11.0178673081514","11.8813690993008","12.7503392500979","13.6211327333981","14.49","15.35","20","0"
"JOR","0","0","0","0","0","0.0232339200362821","0.0449385487814688","0.59934110602689","1.30588826426973","2.52696535256747","2.62327542156362","4.70571958094159","6.02553241191204","8.46600501623938","11.6587413706379","12.9328520457507","13.8671087882097","20","23","26","27.2","34.9"
"LBR","0","0","0","0","0","0","0","0.00448944262671901","0.00409938718261007","0.0113287318542038","0.0177027057169472","0.033812227177592","0.0327133071190699","0.0318689345450327","0.0310111848040233","0","0","0.551376580555429","0.53","0.51","2.3","3"
"LBY","0","0","0","0","0","0","0","0","0","0.133617289160985","0.187042622337565","0.366533175284228","2.24441822165946","2.81451798740855","3.53283816154549","3.91778797710285","4.30105178913002","4.72199937850513","9","10.8","14","16.9981"
"MYS","0","0","0.00104782235010312","0.0255384775216195","0.0996074172862497","0.145673836668164","0.852044466496617","2.30739323403082","6.75177048301491","12.3055021987515","21.3847311644538","26.6959725007084","32.3382043389359","34.9711523397291","42.2522656295248","48.629170245984","51.6379889864403","55.7","55.8","55.9","56.3","61"
"PRI","0","0","0","0","0.0272546623869579","0.135102783495628","0.26816042751208","1.33182215912345","2.6476466789641","5.2656826509974","10.4746482089399","15.6300309162012","17.5476475654777","19.7070256578252","22.1307382347014","23.4000504486583","25.4424182102582","27.86","38","41.5","45.3","48"
"CPV","0","0","0","0","0","0","0","0.240967919940818","0.472735008391046","1.15998246106519","1.82244385164396","2.68533271272311","3.5187571749658","4.32488539053715","5.31883206957883","6.07408710659813","6.80891100753313","8.28321981953034","20","25","30","32"
"PRT","0","0.100230570404158","0.250426501374491","0.450161608017278","0.718905753552518","1.49433452949831","2.98087766974856","4.95300195504893","9.87044644226667","14.7423378419006","16.4304676923534","18.0871365595338","19.37","29.67","31.78","34.99","38.01","39.62","41.9","46.5","51.1","55.3"
"KHM","0","0","0","0","0","0","0","0.00584491064008368","0.016324986068665","0.0319695777498133","0.047022640068885","0.0769560555527296","0.226983237666204","0.260570197574002","0.300436644360101","0.317321781089656","0.468356720063827","0.49","0.51","0.53","1.26","3.1"
