country,percent
AGO,0.136013867
QAT,6.170268561
BGD,0.129807974
BGR,7.612297749
PAK,1.318550779
PAN,7.268399878
VNM,1.265651236
KOR,56.6
PRK,56.6
BWA,3.430886787
TZA,0.171300351
KNA,7.714726556
GIB,21.17110944
DJI,0.343526263
GIN,0.175541868
FIN,43.10536335
THA,5.556326121
SYC,11.01510293
NPL,0.240015303
MAR,1.371438101
YEM,0.090802459
PHL,2.52400566
ZAF,6.346619318
KIR,2.337458948
MNE,0
VIR,18.37576604
BEN,0.36341789
GUF,11.62398726
BEL,31.28839551
GUM,25.38022753
GBR,33.48109487
GUY,13.2069865
CRI,9.559482135
CMR,0.277051322
LSO,0.261150063
HUN,14.5285543
BLZ,0
TTO,15.38462722
TCD,0.045934134
GEO,0.992344436
MHL,1.706614078
DOM,4.429390697
BLR,4.300616022
GRD,5.128103982
GRL,35.46413689
AND,0
MOZ,0.160031947
MKD,3.468184608
VCT,5.094809778
TJK,0.051259133
MEX,7.038023117
LCA,8.181863954
IND,0.660146377
NOR,64
FJI,1.857978594
HND,1.415281931
SMR,50.34166909
PER,7.578762957
VUT,2.830572239
COG,0.011475782
ETH,0.037162381
COM,0.443068373
COL,2.854199971
GGY,44.46578802
MDG,0.222511586
ANT,0
MDV,3.617290649
SRB,0
LTU,7.179356994
RWA,0.24067241
ZMB,0.233129556
POL,9.900669707
JEY,16.05762393
MDA,1.487812952
AUS,52.68926643
AUT,39.18545018
PLW,0
ALB,0.325798377
MMR,0.000289277
GNQ,0.165260423
WSM,1.689902831
UKR,1.238759547
GNB,0.299569145
TON,2.825371839
CAN,60.2
ERI,0.157815289
GRC,10.93502581
SOM,0.079039179
GAB,1.347620222
IRQ,0.1
IRL,23.13881219
ABW,17.1
SYR,0.35375913
NZL,53.24101529
NCL,18.23710978
ARE,26.2717542
ARG,9.780807285
SDN,0.140185224
SSD,0.140185224
BHR,15.03863425
ARM,1.631094667
PNG,0.904103545
LIE,45.11685265
EGY,0.838945611
NAM,2.416979442
SVK,12.52832185
GHA,0.20000806
BOL,2.120462534
FSM,4.660527199
JOR,4.705719581
LBR,0.033812227
LBY,0.366533175
MYS,26.6959725
PRI,15.63003092
CPV,2.685332713
PRT,18.08713656
KHM,0.076956056
PRY,1.098793836
SAU,4.681053166
LBN,6.783219775
SVN,30.17591047
BFA,0.157732465
CHE,55.1
MRT,0.261448552
HRV,11.55857318
CHL,19.1
CHN,2.639650215
JAM,3.863020387
URY,11.12143768
NIC,1.448799428
KAZ,1.006124211
PYF,6.251588946
NGA,0.08990137
PSE,1.836854839
COD,0.011475782
DEU,31.65093942
LKA,0.793821864
MWI,0.164020725
CIV,0.395747702
UGA,0.237945087
TKM,0.175209518
NLD,49.37306211
BMU,47.5096999
ROU,4.538669029
MNG,1.653238239
MAC,22.52121677
AFG,0.004722568
BDI,0.106001245
LVA,7.219345808
RUS,2.944367787
HTI,0.340832326
STP,6.310917888
BTN,0.864628564
CZE,14.69717212
ATG,8.899285515
MUS,8.780904019
DMA,13.24522804
LUX,36.16342251
ISR,17.37862386
IDN,2.018613859
SUR,3.064448389
ISL,49.39299537
NER,0.105185431
ECU,2.670443674
HKG,38.67140323
SEN,0.983794059
TLS,0
FRA,26.32590355
GMB,1.336791166
FRO,43.24698352
GTM,1.738201782
DNK,42.95752472
ZWE,0.799846046
CUB,1.079751722
KEN,0.619782266
TUR,5.189481461
OMN,5.893841521
TUV,0
ITA,27.22211698
BRN,12.91776908
TUN,4.297966035
BRB,11.93645034
BRA,4.528494869
USA,49.08083159
SWE,51.76566494
AZE,0.305564638
LAO,0.181664461
SWZ,1.28159005
VEN,4.636000948
CYP,18.81875904
BIH,1.200526951
CAF,0.078543428
SGP,41.67042518
IRN,1.484221332
UZB,0.597567994
KWT,8.551792434
TGO,0.9
CYM,0
EST,31.52748977
ESP,18.14872269
SLV,1.5
MLI,0.185897413
MLT,17.87784832
SLE,0.160264445
BHS,11.8
SLB,0.468551964
JPN,38.53206086
KGZ,3.002941327
DZA,0.646114017
NRU,2.987155233
